name,url,price,rating,number of reviews,description,asin,manufacturer
"Wenger 17.5"" ScanSmart Laptop Backpack, 30 Litres, Black, Swiss Designed-blend of style & function, 612014 ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTQ4NTE2MjA0ODY2OTA2OjE2NzU0NDQwNjA6c3BfYXRmX25leHQ6MjAwNzg5MjA3NzkzOTg6OjA6Og&url=%2FScanSmart-Backpack-Designed-blend-function-612014%2Fdp%2FB09V1GJ7D6%2Fref%3Dsr_1_162_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444060%26sprefix%3Dba%252Caps%252C283%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"5,600",4.0 out of 5 stars,," 
 The Wenger 17.5"" ScanSmart Laptop Backpack marries contemporary design with innovative storage solutions. Crafted from durable polyester, this backpack means business. This classic backpack is simple yet stylish. Its minimalistic look makes it the ideal accessory to take along to the office, college, school or on trips. Brought to you by Wenger, a renowned Swiss company since 1893.  ",B09V1GJ7D6,Visit the WENGER Store
Wesley Ignite Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18.5 inches) (Compatible with 39.62cm(15.6inch laptop) ,https://www.amazon.in/Wesley-Waterproof-Backpack-Business-Dimensions/dp/B0BMQ4D59H/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-163,599,3.6 out of 5 stars,," 
 Laptop backpack  ",B0BMQ4D59H,Brand: Wesley
Storite Stylish Padded Small Nylon Sling Cross Body Travel Office Business Messenger Bag for Men Women (25x16x7.5cm) (Dark Grey) ,https://www.amazon.in/Storite-Cross-Travel-Dark-Grey/dp/B07PFF4RYC/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-164,449,4.1 out of 5 stars,",05",not available,B07PFF4RYC,Visit the Storite Store
AUXTER Red Polyester Avenger Captain America Shield school Bag casual Backpack Daypack ,https://www.amazon.in/Polyester-Avengers-Captain-America-Backpack/dp/B01M7R5KMW/ref=sr_1_165?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-165,529,4.4 out of 5 stars,",27",not available,B01M7R5KMW,Visit the AUXTER Store
BROGBUS Leather Men Bag Business Messenger ,https://www.amazon.in/BROGBUS-Business-Messenger-Sling-10-05inch/dp/B09QLD9GJY/ref=sr_1_166?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-166,989,4.1 out of 5 stars,6," 
",B09QLD9GJY,Brand: BROGBUS
Fur Jaden Hiking Camping Rucksack Casual 10 Ltrs Blue Casual Backpack ,https://www.amazon.in/Fur-Jaden-Rucksack-Backpack-BM43_Blue/dp/B07PS38XSP/ref=sr_1_167?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-167,269,3.6 out of 5 stars,",43"," 
 The product will be an excellent pick for you. It ensures an easy maintenance. With Rain Cover : No  ",B07PS38XSP,Visit the FUR JADEN Store
"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE) ",https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_168?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-168,899,3.7 out of 5 stars,6," 
 Safari Sneak is a 26 Litres, 2 compartment USB backpack perfect for daily usage. Built in USB charging port outside and built in charging cable inside, perfect for working professionals and college goers. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as office, college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips.  ",B09B2581S9,Visit the Safari Store
"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap ",https://www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_169?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-169,"1,337",4.2 out of 5 stars,9," 
",B08R7S55H4,not available
Isle Locada by Hidesign Women's SLING BAG(MARSALA/BROWN) ,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07TDTPRJ9/ref=sr_1_170?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-170,"3,029",4.5 out of 5 stars,5," 
 Make a statement with this bold tenerife sling bag by isle locada executed in crocodile leather, handcrafted and vegetable tanned for you. This tenerife sling bag is a great day to evening bag and a beautiful addition to your wardrobe.  ",B07TDTPRJ9,Visit the Isle Locada by Hidesign Store
Lavie Sport Chairman Director Business Laptop Bags | Premium Leatherette Business Backpacks for Men & Women | Durable Office Bag for Notebook/MacBook ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTQ4NTE2MjA0ODY2OTA2OjE2NzU0NDQwNjA6c3BfbXRmOjIwMTA4NTk1NTk4MTk4OjowOjo&url=%2FLavie-Sport-Chairman-Compatible-compartments%2Fdp%2FB0B45VLPMT%2Fref%3Dsr_1_171_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444060%26sprefix%3Dba%252Caps%252C283%26sr%3D8-171-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"1,899",4.1 out of 5 stars,7," 
",B0B45VLPMT,Visit the Lavie Sport Store
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTQ4NTE2MjA0ODY2OTA2OjE2NzU0NDQwNjA6c3BfbXRmOjIwMDQzMzIxMTM2NjA2OjowOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_172_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444060%26sprefix%3Dba%252Caps%252C283%26sr%3D8-172-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"1,079",4.2 out of 5 stars,",16"," 
 Designed to give ultimate comfort, this school bag from Cosmus is a Multipurpose Backpack Bag use it as school bag or regular casual backpack for daily use.  This school bag is designed with copious space and sturdy shoulder straps to help children accommodate all essentials while on the move. Key Features High on quality and durability Attractive design Spacious to accommodate all essentials Two main compartment, two front compartment Two side Mesh pockets Specifications Material PU coated Polyester Fabric. Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms Suggestive Age - 8 Years+  ",B078JVT384,Visit the COSMUS Store
"AirCase Office Canvas Sling Messenger Bag fits Upto 15.6"" Laptop/ MacBook, PU Leather Handles, Detachable Shoulder Strap, Easy to Clean, for Office/ Travel, Men & Women,Grey- 6 Month Warranty ",https://www.amazon.in/AirCase-Messenger-Detachable-Shoulder-Warranty/dp/B0BHZ12XQ7/ref=sr_1_173?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-173,"1,196",4.0 out of 5 stars,",17",not available,B0BHZ12XQ7,Visit the AirCase Store
wooum Small Size Sling Cross Body Travel Office Business Messenger one Side Shoulder Pouch Bag Money Bag for Men and Women (9x3.56inch) ,https://www.amazon.in/Wooum-Business-Messenger-Shoulder-9x3-56inch/dp/B09KV1PFHV/ref=sr_1_174?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-174,999,4.4 out of 5 stars,9,not available,B09KV1PFHV,Brand: wooum
"R for Rabbit Caramello Delight Diaper Bag Backpack -Multi-Function Waterproof Mother Bag for Travel with Baby - Large Capacity, Durable and Stylish.(Grey Black) ",https://www.amazon.in/Rabbit-Caramello-Backpack-Multi-Function-Waterproof/dp/B07FHXNPCH/ref=sr_1_175?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-175,328,4.2 out of 5 stars,4,not available,B07FHXNPCH,Visit the R for Rabbit Store
NIVIA String Bag/Drawstring Bag/Sports Bag Boys/Polyester String Bag/Kit Bags/Drawstring Sports Bag/Dori Backpack/Gym Bag/String Bag Men Waterproof/Drawstring Backpack (Sky Blue) ,https://www.amazon.in/Nivia-5177SB-Polyester-String-Blue/dp/B071XMLFTL/ref=sr_1_176?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-176,"1,999",4.0 out of 5 stars,",04"," 
 This Nivia backpacks have one main compartment is secured with drawstring rope closure. This backpack is perfect for athletes and students on the go.  ",B071XMLFTL,Visit the Nivia Store
"Storite Stylish Padded Small Nylon Sling Cross Body Travel Office Bag for Men Women (22.5cm x 9.5cm x 22.5 cm, Dark Grey) ",https://www.amazon.in/Storite-Stylish-Sling-Bag-Grey/dp/B098L372Z7/ref=sr_1_177?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-177,193,4.3 out of 5 stars,0,not available,B098L372Z7,Visit the Storite Store
Amazon Brand - Eden & Ivy Women's Sling Bag ,https://www.amazon.in/Amazon-Brand-Womens-Sling-Light/dp/B07YXBTD6Z/ref=sr_1_178?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-178,649,4.3 out of 5 stars,1," 
",B07YXBTD6Z,Visit the Amazon Brand - Eden & Ivy Store
"LuvLap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent ",https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-179,573.,3.9 out of 5 stars,1," 
 Baby Breast Milk Storage Bags, BPA Free Disposable Milk Freezer Bags for Breast Feeding (Pack of 50 Bags)  ",B099ZVTNCP,Visit the Luv Lap Store
Gear Superior 16LWater Resistant School Bag//Backpack/College Bag for Men/Women - Black ,https://www.amazon.in/Gear-Superior-Casual-Backpack-BKPSPRIOR0001/dp/B08GY2ZN96/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1675444060&sprefix=ba%2Caps%2C283&sr=8-180,549,4.4 out of 5 stars,4," 
 All Gear bag are manufactured from our self owned factories with specially trained manpower to ensure consistency in quality amd refined craftsmanship.  ",B08GY2ZN96,Brand: Gear
"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model) ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTQ4NTE2MjA0ODY2OTA2OjE2NzU0NDQwNjA6c3BfYnRmOjIwMTE1MTA0OTA4MTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Happy-Green%2Fdp%2FB08SW9W2FY%2Fref%3Dsr_1_181_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444060%26sprefix%3Dba%252Caps%252C283%26sr%3D8-181-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,378,4.2 out of 5 stars,9," 
",B08SW9W2FY,Visit the MOKOBARA Store
Lavie Sport Chairman Director Business Laptop Bags | Premium Leatherette Business Backpacks for Men & Women | Durable Office Bag for Notebook/MacBook ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODExMjEzMzcxNDA4MDMyOjE2NzU0NDQxMzU6c3BfYXRmX25leHQ6MjAxMDg1OTU1OTc5OTg6OjA6Og&url=%2FLavie-Sport-Chairman-Compatible-compartments%2Fdp%2FB09YCN9MM4%2Fref%3Dsr_1_177_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444135%26sprefix%3Dba%252Caps%252C283%26sr%3D8-177-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,099",4.1 out of 5 stars,7," 
",B09YCN9MM4,Visit the Lavie Sport Store
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODExMjEzMzcxNDA4MDMyOjE2NzU0NDQxMzU6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_178_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444135%26sprefix%3Dba%252Caps%252C283%26sr%3D8-178-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,169",3.9 out of 5 stars,8,not available,B01LXNNFDF,Visit the Urban Tribe Store
"LuvLap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent ",https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-179,549,4.3 out of 5 stars,1," 
 Baby Breast Milk Storage Bags, BPA Free Disposable Milk Freezer Bags for Breast Feeding (Pack of 50 Bags)  ",B099ZVTNCP,Visit the Luv Lap Store
Gear Superior 16LWater Resistant School Bag//Backpack/College Bag for Men/Women - Black ,https://www.amazon.in/Gear-Superior-Casual-Backpack-BKPSPRIOR0001/dp/B08GY2ZN96/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-180,378,3.9 out of 5 stars,1," 
 All Gear bag are manufactured from our self owned factories with specially trained manpower to ensure consistency in quality amd refined craftsmanship.  ",B08GY2ZN96,Brand: Gear
"ZANIC'S Large Capacity Cosmetic Travel Bag, Women's Makeup Travel Bag Portable Leather Cosmetics Bag, Makeup Storage Bags with Handle and Divider, Wide Opening Cosmetic/Makeup Organizer Bags (Pink) ",https://www.amazon.in/Capacity-Cosmetic-Portable-Cosmetics-Organizer/dp/B0BR123Z9J/ref=sr_1_181?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-181,747.,4.4 out of 5 stars,," 
 bag  ",B0BR123Z9J,Brand: ZANIC
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years) ,https://www.amazon.in/DZert-Panda-School-Backpacks-Cartoon/dp/B07Y2BFJ1B/ref=sr_1_182?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-182,239,3.7 out of 5 stars,"0,95",not available,B07Y2BFJ1B,Visit the DZert Store
Lino Perros Faux Leather Sling Bag ,https://www.amazon.in/Lino-Perros-Womens-Sling-Gold/dp/B07MV38P1L/ref=sr_1_183?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-183,889,3.9 out of 5 stars,9,not available,B07MV38P1L,Visit the Lino Perros Store
Kuber Industries Travel Toiletry Bag|Undergarments Organizer Bag|Makeup Bags|Transparent Shaving Bag for Men|Water Resistant with Zipper and Handle|Set of 2 (Cream) ,https://www.amazon.in/Kuber-Industries-Transparent-Resistant-Handle-Set/dp/B08WK5QJ5D/ref=sr_1_184?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-184,174,4.0 out of 5 stars,," 
 Travel Toiletry Bag - Easy to pack and carry.Clear Travel Toiletry Bag is designed for efficient organization and easy international or domestic travel. Durable material and strong zipper design provides a long-lasting using experience. You can check and find your items quickly with the transparent pouch.  ",B08WK5QJ5D,Visit the Kuber Industries Store
Lavie Women's Marma Dome Sling Bag| Ladies Purse Handbag ,https://www.amazon.in/Marma-Zig-Zag-Sling-Navy/dp/B08KR4WRM6/ref=sr_1_185?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-185,"1,019",4.0 out of 5 stars,",79"," 
",B08KR4WRM6,Visit the Lavie Store
"AirCase C26 13.3 Inch/14 Inch Messenger Laptop Bag with Shoulder Strap, Water resistant, Handle and 2 Multi Utility Compartments (Black) ",https://www.amazon.in/AirCase-Messenger-13-Inch-14-Inch-MacBook/dp/B07WS6HTHY/ref=sr_1_186?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-186,949,4.1 out of 5 stars,",56",not available,B07WS6HTHY,Visit the AirCase Store
"Red Lemon Titan Ultrafit Bange 55L Capacity 15.6-inch Laptop Bags Backpacks for Men and Women Outdoor and Camping Bags 3in1 Office Bags, Travel Travelling Backpack, Hiking Backpack Day Backpack-Black ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODExMjEzMzcxNDA4MDMyOjE2NzU0NDQxMzU6c3BfbXRmOjIwMTEwMDgyMjQwOTk4OjowOjo&url=%2FUltrafit-15-6-inch-Backpacks-Travelling-Backpack-Black%2Fdp%2FB082Y7TZ8Z%2Fref%3Dsr_1_187_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444135%26sprefix%3Dba%252Caps%252C283%26sr%3D8-187-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"3,799",4.5 out of 5 stars,5,not available,B082Y7TZ8Z,Visit the Red Lemon Store
The Clownfish Maverick Backpack 40 liters |15.6 inch Laptop Backpack | Travel Bag ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODExMjEzMzcxNDA4MDMyOjE2NzU0NDQxMzU6c3BfbXRmOjIwMTA4NzEyODcwNjk4OjowOjo&url=%2FClownfish-Victor-Leather-Backpack-Laptops%2Fdp%2FB07PHSQ1SJ%2Fref%3Dsr_1_188_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444135%26sprefix%3Dba%252Caps%252C283%26sr%3D8-188-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"1,399",4.2 out of 5 stars,4," 
",B07PHSQ1SJ,Visit the The Clownfish Store
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy ,https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0519/dp/B07G4JQX2F/ref=sr_1_189?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-189,"1,049",4.4 out of 5 stars,",99"," 
 Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.  ",B07G4JQX2F,Brand: Gear
ZIPLINE Office Laptop Synthetic Leather Executive Formal 15.6 inch Laptop & MacBook Briefcase Messenger/Office/Travel/Business Bag for Men Women with Multiple compartments ,https://www.amazon.in/Zipline-Synthetic-Executive-Briefcase-compartments/dp/B0BL3G2JKV/ref=sr_1_190?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-190,"1,599",4.3 out of 5 stars,," 
 Premium Material Waterproof Construction - Made of superior Leatherette Material and heavyish water-resistant coating to ensure the use of long-term.The synthetic leather comes with a very executive appearance.Handmade series transforms the original natural beauty into every messenger bag.  ",B0BL3G2JKV,Visit the Zipline Store
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L ",https://www.amazon.in/COSMUS-Multipurpose-Backpack-Bag-compartment/dp/B078JVT384/ref=sr_1_191?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-191,"1,196",4.2 out of 5 stars,",16"," 
 Designed to give ultimate comfort, this school bag from Cosmus is a Multipurpose Backpack Bag use it as school bag or regular casual backpack for daily use.  This school bag is designed with copious space and sturdy shoulder straps to help children accommodate all essentials while on the move. Key Features High on quality and durability Attractive design Spacious to accommodate all essentials Two main compartment, two front compartment Two side Mesh pockets Specifications Material PU coated Polyester Fabric. Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms Suggestive Age - 8 Years+  ",B078JVT384,Visit the COSMUS Store
Half Moon 55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover (Polyester Navy) ,https://www.amazon.in/Half-Moon-Travelling-Compartment-Polyester/dp/B09CGZ2W28/ref=sr_1_192?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-192,979,4.0 out of 5 stars,0,not available,B09CGZ2W28,Brand: Half Moon
Hidesign Women Sling Bag (Blue) ,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07SYJL1P7/ref=sr_1_193?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-193,"1,999",4.4 out of 5 stars,0," 
 This trendy santorini sling bag from Hidesign combines effortless style with the subtle modern minimalist design. Featuring top-zip flap closure, adjustable strap shoulder and spacious compartments, picture-perfect to glam up your outfit!  ",B07SYJL1P7,Visit the Isle Locada by Hidesign Store
Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack ,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1/ref=sr_1_194?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-194,498,4.3 out of 5 stars,"2,10",not available,B07PLKV6D1,Brand: Wesley
wooum Water Resisitance Sling Cross Body Bag/One Side Bag/Shoulder Bag/Office Business Messenger Bag/Money Bag for Men and Women - Blue ,https://www.amazon.in/Wooum-Resisitance-Shoulder-Business-Messenger/dp/B0993Q72WD/ref=sr_1_195?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-195,328,4.0 out of 5 stars,7,not available,B0993Q72WD,Brand: wooum
wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment - ,https://www.amazon.in/wooum-Resistant-Material-Messenger-Compartment/dp/B0BQFHN15L/ref=sr_1_196?crid=2M096C61O4MLT&keywords=bags&qid=1675444135&sprefix=ba%2Caps%2C283&sr=8-196,474,4.0 out of 5 stars,0," 
 Wooum Water Resistant Material Sling Bag / One Side Bag / Shoulder Bag / Messenger Bag / Office Messenger Bag / Travel Side Bag with 14.1 Inch Laptop Compartment -  ",B0BQFHN15L,Brand: wooum
"GoHustle Business Class Convertible Laptop Backpack Bag | Waterproof Raincover | 30L, Upto 17 inch laptop bag, Keyholder & Organizer, Black Color ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODExMjEzMzcxNDA4MDMyOjE2NzU0NDQxMzU6c3BfYnRmOjIwMDk2MTMzNzM1MTk4OjowOjo&url=%2FGoHustle-Business-Class-Convertible-Waterproof%2Fdp%2FB0BM99GZ2K%2Fref%3Dsr_1_197_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444135%26sprefix%3Dba%252Caps%252C283%26sr%3D8-197-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,650",4.0 out of 5 stars,,not available,B0BM99GZ2K,Brand: GoHustle
Cosmus ACE Casual Black 45 cm 22 Ltr Laptop Backpack Bag ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODExMjEzMzcxNDA4MDMyOjE2NzU0NDQxMzU6c3BfYnRmOjIwMDU2MTA2NzQ2MjA2OjowOjo&url=%2FCosmus-Casual-Black-Laptop-Backpack%2Fdp%2FB08R7M7XRD%2Fref%3Dsr_1_198_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444135%26sprefix%3Dba%252Caps%252C283%26sr%3D8-198-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,718,3.9 out of 5 stars,2,not available,B08R7M7XRD,Visit the COSMUS Store
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzIyOTA4NDY5MjU5Nzg2OjE2NzU0NDQyNTY6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_193_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444256%26sprefix%3Dba%252Caps%252C283%26sr%3D8-193-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,169",3.9 out of 5 stars,8,not available,B01LXNNFDF,Visit the Urban Tribe Store
Lavie Sport Chairman Director Business Laptop Bags | Premium Leatherette Business Backpacks for Men & Women | Durable Office Bag for Notebook/MacBook ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzIyOTA4NDY5MjU5Nzg2OjE2NzU0NDQyNTY6c3BfYXRmX25leHQ6MjAxMDg1OTU1OTgwOTg6OjA6Og&url=%2FLavie-Sport-Chairman-Compatible-compartments%2Fdp%2FB0B45SWK51%2Fref%3Dsr_1_194_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444256%26sprefix%3Dba%252Caps%252C283%26sr%3D8-194-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,099",4.1 out of 5 stars,7," 
",B0B45SWK51,Visit the Lavie Sport Store
"VIFITKIT Gym Bag for Men & Women, Duffel Bag, Multi-Purpose Bag with Spacious Storage Compartment & Durable Zipper Closure (22.5 litres, Blue & Black) ",https://www.amazon.in/VIFITKIT-Multi-Purpose-Spacious-Storage-Compartment/dp/B0B4BLYKYB/ref=sr_1_195?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-195,299,4.1 out of 5 stars,,not available,B0B4BLYKYB,Visit the VIFITKIT Store
Hammonds Flycatcher Genuine Leather Executive Formal Office Bag | Shoulder Laptop Messenger Bag for Men | MacBook|Notebook Upto 16 Inch| Crossbody Handbags with Shoulder Straps | Brown | LB106BR ,https://www.amazon.in/Hammonds-Flycatcher-Messenger-Compartment-LB106BR/dp/B07P2TQH78/ref=sr_1_196?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-196,"2,705",4.3 out of 5 stars,",56",not available,B07P2TQH78,Visit the HAMMONDS FLYCATCHER Store
